9, 1 || 1, 1, 1, 1, 2, 4, 9, 10 || 0.11083320992533499, 0.11077970966565961, 5.3500259675376416e-05
8, 7 || 1, 1, 1, 1, 2, 4, 10, 10 || 0.23171617692602595, 0.230877273632389, 0.00083890329363695
9, 3 || 1, 1, 1, 1, 2, 5, 5, 8 || 0.20625972728773814, 0.2047867521886411, 0.0014729750990970514
9, 4 || 1, 1, 1, 1, 2, 5, 5, 8 || 0.20240128060465204, 0.20118051256516808, 0.0012207680394839548
9, 5 || 1, 1, 1, 1, 2, 5, 5, 8 || 0.1993232398218969, 0.19907200003898176, 0.0002512397829151358
9, 3 || 1, 1, 1, 1, 2, 5, 5, 9 || 0.1990406881374973, 0.19861765271251466, 0.00042303542498264846
8, 3 || 1, 1, 1, 1, 2, 5, 6, 8 || 0.18916109871646797, 0.18895107764541696, 0.0002100210710510031
9, 6 || 1, 1, 1, 1, 2, 5, 6, 9 || 0.18774446654793325, 0.18755527889570853, 0.000189187652224726
7, 6 || 1, 1, 1, 1, 2, 5, 7, 8 || 0.11485853916333702, 0.11435000383101743, 0.0005085353323195929
7, 2 || 1, 1, 1, 1, 2, 5, 7, 9 || 0.1565172656504557, 0.15622999264047563, 0.0002872730099800769
7, 3 || 1, 1, 1, 1, 2, 5, 7, 10 || 0.13031514302573566, 0.1288421652823253, 0.0014729777434103475
7, 4 || 1, 1, 1, 1, 2, 5, 7, 10 || 0.12895392706707437, 0.12773315851250255, 0.001220768554571816
7, 5 || 1, 1, 1, 1, 2, 5, 7, 10 || 0.12836334778370548, 0.12811210624129515, 0.00025124154241032426
10, 2 || 1, 1, 1, 1, 2, 5, 7, 10 || 0.5715491966177005, 0.5715050323952077, 4.4164222492870664e-05
10, 6 || 1, 1, 1, 1, 2, 5, 7, 10 || 0.5355208251776413, 0.5354872924550728, 3.353272256856332e-05
7, 6 || 1, 1, 1, 1, 2, 5, 8, 8 || 0.1175393031084552, 0.11560774109916114, 0.0019315620092940633
6, 3 || 1, 1, 1, 1, 2, 5, 8, 9 || 0.15450080608057593, 0.15368590136783444, 0.0008149047127414821
6, 4 || 1, 1, 1, 1, 2, 5, 8, 9 || 0.14762474643993093, 0.14660412283907545, 0.0010206236008554748
6, 5 || 1, 1, 1, 1, 2, 5, 8, 9 || 0.14321398839093516, 0.14279912546554174, 0.0004148629253934166
7, 5 || 1, 1, 1, 1, 2, 5, 8, 9 || 0.14569709799679423, 0.1455253040112427, 0.0001717939855515327
7, 6 || 1, 1, 1, 1, 2, 5, 8, 9 || 0.13771734583103717, 0.13714272333907324, 0.0005746224919639387
10, 3 || 1, 1, 1, 1, 2, 5, 8, 10 || 0.5547643985503496, 0.5547608572475092, 3.541302840415206e-06
5, 3 || 1, 1, 1, 1, 2, 5, 9, 10 || 0.31721995297227157, 0.3164050482595301, 0.0008149047127414821
5, 4 || 1, 1, 1, 1, 2, 5, 9, 10 || 0.30624544092057693, 0.3052248173197215, 0.0010206236008554193
5, 5 || 1, 1, 1, 1, 2, 5, 9, 10 || 0.2964599080049415, 0.29604504507954815, 0.00041486292539333336
7, 2 || 1, 1, 1, 1, 2, 6, 6, 9 || 0.11166144447760713, 0.11143052873540266, 0.00023091574220447664
7, 3 || 1, 1, 1, 1, 2, 6, 6, 10 || 0.13031514038142242, 0.12884216528232534, 0.0014729750990970791
7, 4 || 1, 1, 1, 1, 2, 6, 6, 10 || 0.1289539265519865, 0.12773315851250255, 0.0012207680394839548
7, 5 || 1, 1, 1, 1, 2, 6, 6, 10 || 0.12836334602421026, 0.12811210624129513, 0.0002512397829151358
10, 2 || 1, 1, 1, 1, 2, 6, 6, 10 || 0.5704806899854282, 0.570386416364726, 9.427362070224543e-05
10, 3 || 1, 1, 1, 1, 2, 6, 6, 10 || 0.5633642243001513, 0.5632320029742316, 0.00013222132591972358
7, 4 || 1, 1, 1, 1, 2, 6, 7, 8 || 0.13411209333395768, 0.13407554076716155, 3.655256679613306e-05
7, 5 || 1, 1, 1, 1, 2, 6, 7, 8 || 0.12812191283113192, 0.12712576359705755, 0.0009961492340743727
7, 6 || 1, 1, 1, 1, 2, 6, 7, 8 || 0.12209156181555555, 0.12206501738808137, 2.6544427474184396e-05
6, 3 || 1, 1, 1, 1, 2, 6, 7, 9 || 0.16102249022480356, 0.16038230272302995, 0.0006401875017736092
6, 4 || 1, 1, 1, 1, 2, 6, 7, 9 || 0.15544140887691713, 0.1548346952190487, 0.0006067136578684351
6, 5 || 1, 1, 1, 1, 2, 6, 7, 9 || 0.15015140358057158, 0.14992738738425923, 0.00022401619631234881
6, 2 || 1, 1, 1, 1, 2, 6, 7, 10 || 0.1501534424107932, 0.15005129910395335, 0.00010214330683985806
7, 6 || 1, 1, 1, 1, 2, 6, 7, 10 || 0.12370762407357717, 0.12307570389103813, 0.0006319201825390475
10, 4 || 1, 1, 1, 1, 2, 6, 7, 10 || 0.5357791000590697, 0.5357705276005494, 8.572458520261783e-06
10, 5 || 1, 1, 1, 1, 2, 6, 7, 10 || 0.5245661864027928, 0.5243724606407532, 0.00019372576203968705
10, 6 || 1, 1, 1, 1, 2, 6, 7, 10 || 0.513050907673338, 0.5127197652371575, 0.00033114243618059813
5, 3 || 1, 1, 1, 1, 2, 6, 8, 9 || 0.15342151976252927, 0.15250289246147974, 0.0009186273010495238
5, 4 || 1, 1, 1, 1, 2, 6, 8, 9 || 0.14714120116341495, 0.14706412745647024, 7.707370694470805e-05
6, 6 || 1, 1, 1, 1, 2, 6, 8, 9 || 0.14587041447787455, 0.14573184291249305, 0.00013857156538149562
4, 4 || 1, 1, 1, 1, 2, 6, 8, 10 || 0.2826881528701037, 0.28268690353946835, 1.24933063533339e-06
5, 3 || 1, 1, 1, 1, 2, 6, 8, 10 || 0.1654020437768666, 0.164761856275093, 0.0006401875017736092
5, 4 || 1, 1, 1, 1, 2, 6, 8, 10 || 0.15788387032352416, 0.1572771566656557, 0.0006067136578684629
5, 5 || 1, 1, 1, 1, 2, 6, 8, 10 || 0.1525720367330059, 0.15234802053669355, 0.00022401619631234881
